ward_code,ward_name,borough_code,borough_name,candidate_name,party,party_long,number_votes,elected_flag,number_of_councillors_in_ward
E05000026,Abbey,E09000002,Barking and Dagenham,"Butt, Laila *",LAB,Labour Party,2169,Yes,3
E05000026,Abbey,E09000002,Barking and Dagenham,"Rodwell, Darren J.",LAB,Labour Party,2086,Yes,3
E05000026,Abbey,E09000002,Barking and Dagenham,"Miah, Giasuddin M. *",LAB,Labour Party,2043,Yes,3
E05000026,Abbey,E09000002,Barking and Dagenham,"Manish Wankhade, Archanna ",CON,Conservative Party,382,,3
E05000026,Abbey,E09000002,Barking and Dagenham,"Naqvi, Syed N.R.",CON,Conservative Party,362,,3
E05000026,Abbey,E09000002,Barking and Dagenham,"Panchardcharam, Kresan ",CON,Conservative Party,353,,3
E05000027,Alibon,E09000002,Barking and Dagenham,"Dulwich, John S.",LAB,Labour Party,1350,Yes,3
E05000027,Alibon,E09000002,Barking and Dagenham,"Robinson, Paul D.",LAB,Labour Party,1306,Yes,3
E05000027,Alibon,E09000002,Barking and Dagenham,"Alasia, Sanchia A. *",LAB,Labour Party,1281,Yes,3
E05000027,Alibon,E09000002,Barking and Dagenham,"Syers, Keith T.",CON,Conservative Party,480,,3
E05000027,Alibon,E09000002,Barking and Dagenham,"Saeed, Tariq ",CON,Conservative Party,386,,3
E05000027,Alibon,E09000002,Barking and Dagenham,"Tahir, Rumana ",CON,Conservative Party,377,,3
E05000028,Becontree,E09000002,Barking and Dagenham,"Carpenter, Evelyn *",LAB,Labour Party,2161,Yes,3
E05000028,Becontree,E09000002,Barking and Dagenham,"Fergus, Edna M.",LAB,Labour Party,2047,Yes,3
E05000028,Becontree,E09000002,Barking and Dagenham,"Saleem, Muhammad ",LAB,Labour Party,1854,Yes,3
E05000028,Becontree,E09000002,Barking and Dagenham,"Hall, Richard ",CON,Conservative Party,625,,3
E05000028,Becontree,E09000002,Barking and Dagenham,"Khalifa, Mahammad Sajid ",CON,Conservative Party,378,,3
E05000028,Becontree,E09000002,Barking and Dagenham,"Naqvi, Syed B.R.",CON,Conservative Party,364,,3
E05000029,Chadwell Heath,E09000002,Barking and Dagenham,"Bright, Afolasade O. *",LAB,Labour Party,1528,Yes,3
E05000029,Chadwell Heath,E09000002,Barking and Dagenham,"Perry, Simon J.S.",LAB,Labour Party,1510,Yes,3
E05000029,Chadwell Heath,E09000002,Barking and Dagenham,"Khan, Mohammed S.",LAB,Labour Party,1447,Yes,3
E05000029,Chadwell Heath,E09000002,Barking and Dagenham,"Justice, Terrence J.",CON,Conservative Party,746,,3
E05000029,Chadwell Heath,E09000002,Barking and Dagenham,"Mohan, Monica ",CON,Conservative Party,653,,3
E05000029,Chadwell Heath,E09000002,Barking and Dagenham,"Lewis, Glyn ",CON,Conservative Party,651,,3
E05000030,Eastbrook,E09000002,Barking and Dagenham,"McCarthy, Michael A. *",LAB,Labour Party,1586,Yes,3
E05000030,Eastbrook,E09000002,Barking and Dagenham,"Bright, Princess O.",LAB,Labour Party,1418,Yes,3
E05000030,Eastbrook,E09000002,Barking and Dagenham,"Ramsay, Anthony K. *",LAB,Labour Party,1391,Yes,3
E05000030,Eastbrook,E09000002,Barking and Dagenham,"Connolly, Susan M.",CON,Conservative Party,938,,3
E05000030,Eastbrook,E09000002,Barking and Dagenham,"Harris, Peter J.",CON,Conservative Party,868,,3
E05000030,Eastbrook,E09000002,Barking and Dagenham,"Mahdi, Dewan C.",CON,Conservative Party,728,,3
E05000030,Eastbrook,E09000002,Barking and Dagenham,"Emin, Niazi ",IND,Independent,372,,3
E05000030,Eastbrook,E09000002,Barking and Dagenham,"McKay, Anthony ",BNP,British National Party,158,,3
E05000031,Eastbury,E09000002,Barking and Dagenham,"Rodwell, Emily V.C.",LAB,Labour Party,1678,Yes,3
E05000031,Eastbury,E09000002,Barking and Dagenham,"Rahman, Foyzur ",LAB,Labour Party,1550,Yes,3
E05000031,Eastbury,E09000002,Barking and Dagenham,"Shaukat, Faraaz *",LAB,Labour Party,1474,Yes,3
E05000031,Eastbury,E09000002,Barking and Dagenham,"Perry, David ",CON,Conservative Party,564,,3
E05000031,Eastbury,E09000002,Barking and Dagenham,"Delos Santos, Alejandro ",CON,Conservative Party,488,,3
E05000031,Eastbury,E09000002,Barking and Dagenham,"Wankhade, Manish ",CON,Conservative Party,371,,3
E05000032,Gascoigne,E09000002,Barking and Dagenham,"Ashraf, Saima *",LAB,Labour Party,1560,Yes,3
E05000032,Gascoigne,E09000002,Barking and Dagenham,"Twomey, Dominic A. *",LAB,Labour Party,1538,Yes,3
E05000032,Gascoigne,E09000002,Barking and Dagenham,"Aziz, Abdul G. *",LAB,Labour Party,1525,Yes,3
E05000032,Gascoigne,E09000002,Barking and Dagenham,"Talbot-Wallis, Dean K.",CON,Conservative Party,345,,3
E05000032,Gascoigne,E09000002,Barking and Dagenham,"Talbot-Wallis, Kirsty A.",CON,Conservative Party,342,,3
E05000032,Gascoigne,E09000002,Barking and Dagenham,"Khan, Imran ",CON,Conservative Party,338,,3
E05000033,Goresbrook,E09000002,Barking and Dagenham,"Bremner, Simon J. *",LAB,Labour Party,1450,Yes,3
E05000033,Goresbrook,E09000002,Barking and Dagenham,"Freeborn, Irma L.M. *",LAB,Labour Party,1346,Yes,3
E05000033,Goresbrook,E09000002,Barking and Dagenham,"Quadri, Moin  A. *",LAB,Labour Party,1250,Yes,3
E05000033,Goresbrook,E09000002,Barking and Dagenham,"Williams, Paul M.D.",CON,Conservative Party,586,,3
E05000033,Goresbrook,E09000002,Barking and Dagenham,"Noman, Md Abu ",CON,Conservative Party,361,,3
E05000033,Goresbrook,E09000002,Barking and Dagenham,"Yasin, Nadia  ",CON,Conservative Party,358,,3
E05000033,Goresbrook,E09000002,Barking and Dagenham,"Smith, Bede ",BNP,British National Party,246,,3
E05000034,Heath,E09000002,Barking and Dagenham,"Miles, David S. *",LAB,Labour Party,1326,Yes,3
E05000034,Heath,E09000002,Barking and Dagenham,"Martins, Oluwale ",LAB,Labour Party,1253,Yes,3
E05000034,Heath,E09000002,Barking and Dagenham,"Robinson, Ingrid  ",LAB,Labour Party,1206,Yes,3
E05000034,Heath,E09000002,Barking and Dagenham,"Beal, Stephen ",CON,Conservative Party,486,,3
E05000034,Heath,E09000002,Barking and Dagenham,"Benjamins, Susan P.",CON,Conservative Party,423,,3
E05000034,Heath,E09000002,Barking and Dagenham,"Cekavicus, Martynas ",CON,Conservative Party,389,,3
E05000034,Heath,E09000002,Barking and Dagenham,"Crowley, Matthew J.",GRE,Green Party,317,,3
E05000035,Longbridge,E09000002,Barking and Dagenham,"Gill, Rocky *",LAB,Labour Party,2725,Yes,3
E05000035,Longbridge,E09000002,Barking and Dagenham,"Choudhury, Faruk A.",LAB,Labour Party,2585,Yes,3
E05000035,Longbridge,E09000002,Barking and Dagenham,"Rice, Lynda J. *",LAB,Labour Party,2356,Yes,3
E05000035,Longbridge,E09000002,Barking and Dagenham,"Boff, Andrew ",CON,Conservative Party,711,,3
E05000035,Longbridge,E09000002,Barking and Dagenham,"Wijesuriya, Thilina ",CON,Conservative Party,633,,3
E05000035,Longbridge,E09000002,Barking and Dagenham,"Shaikh, Tamkeen A.",CON,Conservative Party,607,,3
E05000036,Mayesbrook,E09000002,Barking and Dagenham,"Bankole, Oluwatoni ",LAB,Labour Party,1352,Yes,3
E05000036,Mayesbrook,E09000002,Barking and Dagenham,"Haroon, Kashif *",LAB,Labour Party,1251,Yes,3
E05000036,Mayesbrook,E09000002,Barking and Dagenham,"Oluwole, Adegboyeja O. *",LAB,Labour Party,1241,Yes,3
E05000036,Mayesbrook,E09000002,Barking and Dagenham,"McNab, Andrew J.",CON,Conservative Party,541,,3
E05000036,Mayesbrook,E09000002,Barking and Dagenham,"Khanna, Munish ",CON,Conservative Party,413,,3
E05000036,Mayesbrook,E09000002,Barking and Dagenham,"Wijesuriya, Cynthia ",CON,Conservative Party,395,,3
E05000037,Parsloes,E09000002,Barking and Dagenham,"Rice, Christopher D. *",LAB,Labour Party,1287,Yes,3
E05000037,Parsloes,E09000002,Barking and Dagenham,"Kangethe, Elizabeth *",LAB,Labour Party,1240,Yes,3
E05000037,Parsloes,E09000002,Barking and Dagenham,"Akwaboah, Dorothy ",LAB,Labour Party,1197,Yes,3
E05000037,Parsloes,E09000002,Barking and Dagenham,"Gletherow, John ",CON,Conservative Party,488,,3
E05000037,Parsloes,E09000002,Barking and Dagenham,"Mansuri, Farhanaz ",CON,Conservative Party,337,,3
E05000037,Parsloes,E09000002,Barking and Dagenham,"Naqvi, Syed M.A.R.",CON,Conservative Party,334,,3
E05000038,River,E09000002,Barking and Dagenham,"Keller, Eileen S. *",LAB,Labour Party,1525,Yes,3
E05000038,River,E09000002,Barking and Dagenham,"Chand, Peter *",LAB,Labour Party,1513,Yes,3
E05000038,River,E09000002,Barking and Dagenham,"Lumsden, Donna R.M.",LAB,Labour Party,1431,Yes,3
E05000038,River,E09000002,Barking and Dagenham,"Baillie, Robert ",CON,Conservative Party,429,,3
E05000038,River,E09000002,Barking and Dagenham,"Burleton, Richard ",CON,Conservative Party,420,,3
E05000038,River,E09000002,Barking and Dagenham,"Echedom, Ada  E.",CON,Conservative Party,366,,3
E05000039,Thames,E09000002,Barking and Dagenham,"Channer, Josephine S. *",LAB,Labour Party,2020,Yes,3
E05000039,Thames,E09000002,Barking and Dagenham,"Geddes, Cameron *",LAB,Labour Party,1930,Yes,3
E05000039,Thames,E09000002,Barking and Dagenham,"Turner, Bill *",LAB,Labour Party,1911,Yes,3
E05000039,Thames,E09000002,Barking and Dagenham,"Gletherow, Amanda ",CON,Conservative Party,413,,3
E05000039,Thames,E09000002,Barking and Dagenham,"Mukasa, Isaac ",CON,Conservative Party,343,,3
E05000039,Thames,E09000002,Barking and Dagenham,"Shaikh, Akhterrasul ",CON,Conservative Party,311,,3
E05000040,Valence,E09000002,Barking and Dagenham,"Jones, Jane E. *",LAB,Labour Party,1579,Yes,3
E05000040,Valence,E09000002,Barking and Dagenham,"Worby, Maureen M. *",LAB,Labour Party,1502,Yes,3
E05000040,Valence,E09000002,Barking and Dagenham,"Ghani, Syed F. *",LAB,Labour Party,1352,Yes,3
E05000040,Valence,E09000002,Barking and Dagenham,"Zafar, Rozeena ",CON,Conservative Party,368,,3
E05000040,Valence,E09000002,Barking and Dagenham,"Khalifa, Sumaiyabanu ",CON,Conservative Party,345,,3
E05000040,Valence,E09000002,Barking and Dagenham,"Zahoor, Imran ",CON,Conservative Party,324,,3
E05000041,Village,E09000002,Barking and Dagenham,"Mullane, Margaret *",LAB,Labour Party,1829,Yes,3
E05000041,Village,E09000002,Barking and Dagenham,"Waker, Lee R. *",LAB,Labour Party,1767,Yes,3
E05000041,Village,E09000002,Barking and Dagenham,"Waker, Philip T. *",LAB,Labour Party,1687,Yes,3
E05000041,Village,E09000002,Barking and Dagenham,"Pattem, Vivian ",CON,Conservative Party,462,,3
E05000041,Village,E09000002,Barking and Dagenham,"Connolly, Neil ",CON,Conservative Party,439,,3
E05000041,Village,E09000002,Barking and Dagenham,"Harris, Lorraine ",CON,Conservative Party,420,,3
E05000042,Whalebone,E09000002,Barking and Dagenham,"Paddle, Glenda S.",LAB,Labour Party,1850,Yes,3
E05000042,Whalebone,E09000002,Barking and Dagenham,"Achilleos, Andrew N.",LAB,Labour Party,1804,Yes,3
E05000042,Whalebone,E09000002,Barking and Dagenham,"Jamu, Armardeep S.",LAB,Labour Party,1768,Yes,3
E05000042,Whalebone,E09000002,Barking and Dagenham,"Justice, Mary ",CON,Conservative Party,631,,3
E05000042,Whalebone,E09000002,Barking and Dagenham,"Kelly, Richard ",CON,Conservative Party,577,,3
E05000042,Whalebone,E09000002,Barking and Dagenham,"Mohan, Sunaina ",CON,Conservative Party,557,,3
E05000043,Brunswick Park,E09000003,Barnet,"Weeden-Sanz, Roberto  ",CON,Conservative Party,2586,Yes,3
E05000043,Brunswick Park,E09000003,Barnet,"Rutter, Lisa  *",CON,Conservative Party,2517,Yes,3
E05000043,Brunswick Park,E09000003,Barnet,"Levine, Kathy  *",LAB,Labour Party,2369,Yes,3
E05000043,Brunswick Park,E09000003,Barnet,"Depala, Mukesh H.",CON,Conservative Party,2362,,3
E05000043,Brunswick Park,E09000003,Barnet,"Palmer, Andy  ",LAB,Labour Party,2293,,3
E05000043,Brunswick Park,E09000003,Barnet,"Magoba, Clement  ",LAB,Labour Party,2184,,3
E05000043,Brunswick Park,E09000003,Barnet,"Farbey, David S.",GRE,Green Party,443,,3
E05000043,Brunswick Park,E09000003,Barnet,"Enderby, Clareine  ",LD,Liberal Democrats,321,,3
E05000043,Brunswick Park,E09000003,Barnet,"Hughes, Michael J.",LD,Liberal Democrats,263,,3
E05000043,Brunswick Park,E09000003,Barnet,"Seger, Roy  ",LD,Liberal Democrats,221,,3
E05000044,Burnt Oak,E09000003,Barnet,"Conway, Sara T.",LAB,Labour Party,2440,Yes,3
E05000044,Burnt Oak,E09000003,Barnet,"O-Macauley, Charlie  *",LAB,Labour Party,2321,Yes,3
E05000044,Burnt Oak,E09000003,Barnet,"Naqvi, Amar  *",LAB,Labour Party,2320,Yes,3
E05000044,Burnt Oak,E09000003,Barnet,"Aaron, Jack O.",CON,Conservative Party,985,,3
E05000044,Burnt Oak,E09000003,Barnet,"Richer, Nicole A.",CON,Conservative Party,892,,3
E05000044,Burnt Oak,E09000003,Barnet,"Dragomirova, Ekaterina T.",CON,Conservative Party,755,,3
E05000044,Burnt Oak,E09000003,Barnet,"Samuel, Ben  ",GRE,Green Party,364,,3
E05000044,Burnt Oak,E09000003,Barnet,"Marks, Robin C.",LD,Liberal Democrats,253,,3
E05000044,Burnt Oak,E09000003,Barnet,"Watkins, Millicent  ",LD,Liberal Democrats,187,,3
E05000044,Burnt Oak,E09000003,Barnet,"Zahed, Mosa  ",LD,Liberal Democrats,129,,3
E05000045,Childs Hill,E09000003,Barnet,"Ryde, Shimon  *",CON,Conservative Party,2262,Yes,3
E05000045,Childs Hill,E09000003,Barnet,"Zinkin, Peter J. L.  *",CON,Conservative Party,2243,Yes,3
E05000045,Childs Hill,E09000003,Barnet,"Clarke, Anne M. B.",LAB,Labour Party,2224,Yes,3
E05000045,Childs Hill,E09000003,Barnet,"Gearson, Vanessa R.",CON,Conservative Party,2222,,3
E05000045,Childs Hill,E09000003,Barnet,"Pate, Lisa M.",LAB,Labour Party,2080,,3
E05000045,Childs Hill,E09000003,Barnet,"Young, Nigel H.",LAB,Labour Party,1877,,3
E05000045,Childs Hill,E09000003,Barnet,"Cohen, Jack B.",LD,Liberal Democrats,1279,,3
E05000045,Childs Hill,E09000003,Barnet,"Palmer, Susette S.",LD,Liberal Democrats,1126,,3
E05000045,Childs Hill,E09000003,Barnet,"Patel, Sachin  ",LD,Liberal Democrats,876,,3
E05000045,Childs Hill,E09000003,Barnet,"Ferguson, Jemma L.",GRE,Green Party,406,,3
E05000046,Colindale,E09000003,Barnet,"Narenthira, Nagus  *",LAB,Labour Party,3121,Yes,3
E05000046,Colindale,E09000003,Barnet,"Sargeant, Gill  *",LAB,Labour Party,2912,Yes,3
E05000046,Colindale,E09000003,Barnet,"Zubairi, Zakia  *",LAB,Labour Party,2831,Yes,3
E05000046,Colindale,E09000003,Barnet,"Ezimako, Jethro  ",CON,Conservative Party,1005,,3
E05000046,Colindale,E09000003,Barnet,"Gupta, Anshul  ",CON,Conservative Party,879,,3
E05000046,Colindale,E09000003,Barnet,"Mnili, Sabah  ",CON,Conservative Party,818,,3
E05000046,Colindale,E09000003,Barnet,"Hargreaves, Nicole L.",LD,Liberal Democrats,415,,3
E05000046,Colindale,E09000003,Barnet,"Matenaers, Christian A.",LD,Liberal Democrats,375,,3
E05000046,Colindale,E09000003,Barnet,"Mukadam, Mubin  ",LD,Liberal Democrats,222,,3
E05000047,Coppetts,E09000003,Barnet,"Patel, Reema  *",LAB,Labour Party,2793,Yes,3
E05000047,Coppetts,E09000003,Barnet,"Rawlings, Barry J. *",LAB,Labour Party,2778,Yes,3
E05000047,Coppetts,E09000003,Barnet,"Coakley-Webb, Pauline V. M. *",LAB,Labour Party,2767,Yes,3
E05000047,Coppetts,E09000003,Barnet,"Cohen, Daniel B.",CON,Conservative Party,1358,,3
E05000047,Coppetts,E09000003,Barnet,"Stewart, Luke K.",CON,Conservative Party,1300,,3
E05000047,Coppetts,E09000003,Barnet,"Skeja, Anila  ",CON,Conservative Party,1247,,3
E05000047,Coppetts,E09000003,Barnet,"Hughes, Julia K.",LD,Liberal Democrats,493,,3
E05000047,Coppetts,E09000003,Barnet,"Ollier, Alexander T.",LD,Liberal Democrats,401,,3
E05000047,Coppetts,E09000003,Barnet,"Rees, Melvyn K.",LD,Liberal Democrats,381,,3
E05000048,East Barnet,E09000003,Barnet,"Cooper, Jo ",LAB,Labour Party,2509,Yes,3
E05000048,East Barnet,E09000003,Barnet,"Williams, Laurie  *",LAB,Labour Party,2509,Yes,3
E05000048,East Barnet,E09000003,Barnet,"Byers, Felix Alexander  ",CON,Conservative Party,2429,Yes,3
E05000048,East Barnet,E09000003,Barnet,"Cohen, Philip J. *",LAB,Labour Party,2399,,3
E05000048,East Barnet,E09000003,Barnet,"Pearce, Anne M. D.",CON,Conservative Party,2365,,3
E05000048,East Barnet,E09000003,Barnet,"Pavankumar, Pavan  ",CON,Conservative Party,2310,,3
E05000048,East Barnet,E09000003,Barnet,"Curati, Margaret  ",GRE,Green Party,498,,3
E05000048,East Barnet,E09000003,Barnet,"Finlayson, Jon  ",LD,Liberal Democrats,339,,3
E05000048,East Barnet,E09000003,Barnet,"Bullen, David L.",LD,Liberal Democrats,323,,3
E05000048,East Barnet,E09000003,Barnet,"Hooker, Sean J.",LD,Liberal Democrats,302,,3
E05000049,East Finchley,E09000003,Barnet,"Mittra, Arjun K. *",LAB,Labour Party,3158,Yes,3
E05000049,East Finchley,E09000003,Barnet,"Farrier, Claire  ",LAB,Labour Party,3151,Yes,3
E05000049,East Finchley,E09000003,Barnet,"Moore, Alison  *",LAB,Labour Party,3094,Yes,3
E05000049,East Finchley,E09000003,Barnet,"Marks, Lucy  ",CON,Conservative Party,1176,,3
E05000049,East Finchley,E09000003,Barnet,"McKinley, James D.",CON,Conservative Party,1123,,3
E05000049,East Finchley,E09000003,Barnet,"Gheasuddin, Adam  ",CON,Conservative Party,1073,,3
E05000049,East Finchley,E09000003,Barnet,"Arram, Joyce M.",LD,Liberal Democrats,545,,3
E05000049,East Finchley,E09000003,Barnet,"Lynch, Noel T.",GRE,Green Party,416,,3
E05000049,East Finchley,E09000003,Barnet,"Iwi, Diana C.",LD,Liberal Democrats,377,,3
E05000049,East Finchley,E09000003,Barnet,"Stern, Jonathon A.",LD,Liberal Democrats,351,,3
E05000049,East Finchley,E09000003,Barnet,"Norman, Stephen P. H.",GRE,Green Party,313,,3
E05000049,East Finchley,E09000003,Barnet,"Mellows, David H.",GRE,Green Party,287,,3
E05000050,Edgware,E09000003,Barnet,"Gordon, Brian C. *",CON,Conservative Party,3567,Yes,3
E05000050,Edgware,E09000003,Barnet,"Freedman, Linda M.",CON,Conservative Party,3370,Yes,3
E05000050,Edgware,E09000003,Barnet,"Wardle, Sarah J.",CON,Conservative Party,3289,Yes,3
E05000050,Edgware,E09000003,Barnet,"Bilbow, Andrea L.",LAB,Labour Party,1311,,3
E05000050,Edgware,E09000003,Barnet,"Khnifess, Amir  ",LD,Liberal Democrats,1077,,3
E05000050,Edgware,E09000003,Barnet,"Scammell, Jordan C.",LAB,Labour Party,1019,,3
E05000050,Edgware,E09000003,Barnet,"Dhanani-Sumaria, Kunal  ",GRE,Green Party,407,,3
E05000050,Edgware,E09000003,Barnet,"Barber, Stephen D.",LD,Liberal Democrats,273,,3
E05000050,Edgware,E09000003,Barnet,"Manalo, Maria  ",LD,Liberal Democrats,268,,3
E05000050,Edgware,E09000003,Barnet,"Ferrero Tjera, Jose-Angel  ",LD,Liberal Democrats,252,,3
E05000051,Finchley Church End,E09000003,Barnet,"Greenspan, Eva  *",CON,Conservative Party,3429,Yes,3
E05000051,Finchley Church End,E09000003,Barnet,"Grocock, Jennifer A.",CON,Conservative Party,3192,Yes,3
E05000051,Finchley Church End,E09000003,Barnet,"Thomas, Daniel C. *",CON,Conservative Party,3050,Yes,3
E05000051,Finchley Church End,E09000003,Barnet,"Walkden, Karen Sarah  ",LAB,Labour Party,1200,,3
E05000051,Finchley Church End,E09000003,Barnet,"Heneghan, Debs  ",LAB,Labour Party,1161,,3
E05000051,Finchley Church End,E09000003,Barnet,"Salmon, Joel Daniel  ",LAB,Labour Party,1141,,3
E05000051,Finchley Church End,E09000003,Barnet,"Landeryou, Rita Iris  ",LD,Liberal Democrats,636,,3
E05000051,Finchley Church End,E09000003,Barnet,"Jackman, Frank John  ",LD,Liberal Democrats,580,,3
E05000051,Finchley Church End,E09000003,Barnet,"Wakefield, Charles Peter  ",LD,Liberal Democrats,517,,3
E05000052,Garden Suburb,E09000003,Barnet,"Marshall, John L. *",CON,Conservative Party,3481,Yes,3
E05000052,Garden Suburb,E09000003,Barnet,"Rozenberg, Gabriel S. *",CON,Conservative Party,3442,Yes,3
E05000052,Garden Suburb,E09000003,Barnet,"Grover, Rohit R. *",CON,Conservative Party,3376,Yes,3
E05000052,Garden Suburb,E09000003,Barnet,"Levin, Ruth T.",LAB,Labour Party,880,,3
E05000052,Garden Suburb,E09000003,Barnet,"McGuirk, Mary P.",LAB,Labour Party,854,,3
E05000052,Garden Suburb,E09000003,Barnet,"Mackay, Ben  ",LAB,Labour Party,815,,3
E05000052,Garden Suburb,E09000003,Barnet,"Dearden, James O.",LD,Liberal Democrats,636,,3
E05000052,Garden Suburb,E09000003,Barnet,"Gostyn, Penelope R.",LD,Liberal Democrats,583,,3
E05000052,Garden Suburb,E09000003,Barnet,"Davies, Jonathan M.",LD,Liberal Democrats,578,,3
E05000052,Garden Suburb,E09000003,Barnet,"Scott Halls, Rachel  ",GRE,Green Party,460,,3
E05000053,Golders Green,E09000003,Barnet,"Cohen, Dean S. B. *",CON,Conservative Party,3308,Yes,3
E05000053,Golders Green,E09000003,Barnet,"Cohen, Melvin   *",CON,Conservative Party,3218,Yes,3
E05000053,Golders Green,E09000003,Barnet,"Thompstone, Reuben F. * ",CON,Conservative Party,3046,Yes,3
E05000053,Golders Green,E09000003,Barnet,"Harvey, Charles F.",LAB,Labour Party,1240,,3
E05000053,Golders Green,E09000003,Barnet,"O'Halloran, Sue  ",LAB,Labour Party,1129,,3
E05000053,Golders Green,E09000003,Barnet,"Sharma, Parmodh K.",LAB,Labour Party,1028,,3
E05000053,Golders Green,E09000003,Barnet,"Ward, Gillian A.",GRE,Green Party,357,,3
E05000053,Golders Green,E09000003,Barnet,"Darrer, Diana D.",LD,Liberal Democrats,311,,3
E05000053,Golders Green,E09000003,Barnet,"Akbiyik, Altan R.",LD,Liberal Democrats,258,,3
E05000053,Golders Green,E09000003,Barnet,"Lusher, Peter A.",LD,Liberal Democrats,252,,3
E05000054,Hale,E09000003,Barnet,"Simberg, Elliot K. *",CON,Conservative Party,3130,Yes,3
E05000054,Hale,E09000003,Barnet,"Gurung, Lachhya B. *",CON,Conservative Party,3007,Yes,3
E05000054,Hale,E09000003,Barnet,"Jajeh, Laithe B. *",CON,Conservative Party,2999,Yes,3
E05000054,Hale,E09000003,Barnet,"Barker, Rachel M.",LAB,Labour Party,2347,,3
E05000054,Hale,E09000003,Barnet,"Ambe, Ernest A. F.",LAB,Labour Party,2166,,3
E05000054,Hale,E09000003,Barnet,"Velleman, Liron M.",LAB,Labour Party,1976,,3
E05000054,Hale,E09000003,Barnet,"Batt, Emile T.",GRE,Green Party,420,,3
E05000054,Hale,E09000003,Barnet,"Goodman, Michael R.",LD,Liberal Democrats,397,,3
E05000054,Hale,E09000003,Barnet,"Creighton, James M.",LD,Liberal Democrats,355,,3
E05000054,Hale,E09000003,Barnet,"Jacobs, Geoffrey A.",LD,Liberal Democrats,306,,3
E05000055,Hendon,E09000003,Barnet,"Finn, Anthony H. *",CON,Conservative Party,3002,Yes,3
E05000055,Hendon,E09000003,Barnet,"Shooter, Mark R. *",CON,Conservative Party,2950,Yes,3
E05000055,Hendon,E09000003,Barnet,"Fluss, Rebecca N.",CON,Conservative Party,2892,Yes,3
E05000055,Hendon,E09000003,Barnet,"Brown, Jenny M.",LAB,Labour Party,1217,,3
E05000055,Hendon,E09000003,Barnet,"Ioannidis, Andreas  ",LAB,Labour Party,1192,,3
E05000055,Hendon,E09000003,Barnet,"Beere, David J.",LAB,Labour Party,1185,,3
E05000055,Hendon,E09000003,Barnet,"Legarda, Carmen M.",GRE,Green Party,316,,3
E05000055,Hendon,E09000003,Barnet,"Moleman, Jason M.",LD,Liberal Democrats,271,,3
E05000055,Hendon,E09000003,Barnet,"Feszczur, Henryk P.",LD,Liberal Democrats,252,,3
E05000055,Hendon,E09000003,Barnet,"Krasniqi, Klevis  ",LD,Liberal Democrats,163,,3
E05000055,Hendon,E09000003,Barnet,"Zajaczkowska, Malgorzata  ",DP,Duma Polska,130,,3
E05000056,High Barnet,E09000003,Barnet,"Prentice,  Wendy *",CON,Conservative Party,2792,Yes,3
E05000056,High Barnet,E09000003,Barnet,"Longstaff, David *",CON,Conservative Party,2764,Yes,3
E05000056,High Barnet,E09000003,Barnet,"Teare, Robert D. J.",CON,Conservative Party,2605,Yes,3
E05000056,High Barnet,E09000003,Barnet,"Trevethan, Amy M.",LAB,Labour Party,2604,,3
E05000056,High Barnet,E09000003,Barnet,"Balendra, Ange G.",LAB,Labour Party,2386,,3
E05000056,High Barnet,E09000003,Barnet,"Lemon, Paul D.",LAB,Labour Party,2344,,3
E05000056,High Barnet,E09000003,Barnet,"Macdonald, Duncan C.",LD,Liberal Democrats,581,,3
E05000056,High Barnet,E09000003,Barnet,"Cohen, Simon J.",LD,Liberal Democrats,577,,3
E05000056,High Barnet,E09000003,Barnet,"Michaels, Sharmistha  ",LD,Liberal Democrats,481,,3
E05000056,High Barnet,E09000003,Barnet,"Rowland, Ken  ",IND,Independent,471,,3
E05000056,High Barnet,E09000003,Barnet,"Wicksteed, Charles E. K.",GRE,Green Party,425,,3
E05000056,High Barnet,E09000003,Barnet,"Wade, Nathan J.",GRE,Green Party,328,,3
E05000057,Mill Hill,E09000003,Barnet,"Duschinsky, Val *",CON,Conservative Party,3009,Yes,3
E05000057,Mill Hill,E09000003,Barnet,"Hart, John R.*",CON,Conservative Party,2977,Yes,3
E05000057,Mill Hill,E09000003,Barnet,"Bokaei, Golnar  ",CON,Conservative Party,2867,Yes,3
E05000057,Mill Hill,E09000003,Barnet,"Barker, Katherine  ",LAB,Labour Party,1555,,3
E05000057,Mill Hill,E09000003,Barnet,"Barker, Mike  ",LAB,Labour Party,1431,,3
E05000057,Mill Hill,E09000003,Barnet,"Gurung, Kamal B.",LAB,Labour Party,1307,,3
E05000057,Mill Hill,E09000003,Barnet,"Logue, Richard J.",LD,Liberal Democrats,1236,,3
E05000057,Mill Hill,E09000003,Barnet,"Tichbourne, Roger M.",LD,Liberal Democrats,1200,,3
E05000057,Mill Hill,E09000003,Barnet,"Pickup, Donna J.",LD,Liberal Democrats,1045,,3
E05000057,Mill Hill,E09000003,Barnet,"Lynch, Michelle  ",GRE,Green Party,301,,3
E05000057,Mill Hill,E09000003,Barnet,"Quartey-Papafio, Kwatelai  ",GRE,Green Party,166,,3
E05000058,Oakleigh,E09000003,Barnet,"Smith, Thomas R.",CON,Conservative Party,2814,Yes,3
E05000058,Oakleigh,E09000003,Barnet,"Sowerby, Stephen L. *",CON,Conservative Party,2774,Yes,3
E05000058,Oakleigh,E09000003,Barnet,"Rajput, Sachin *",CON,Conservative Party,2768,Yes,3
