ward_code,ward_name,borough_code,borough_name,candidate_name,party,party_long,number_votes,elected_flag,number_of_councillors_in_ward
E05000291,Hatch End,E09000015,Harrow,"Hickman, Stephen ",LAB,Labour Party,978,,3
E05000291,Hatch End,E09000015,Harrow,"Stephenson, Bill ",LAB,Labour Party,807,,3
E05000291,Hatch End,E09000015,Harrow,"Shabbir, Adam ",LAB,Labour Party,803,,3
E05000291,Hatch End,E09000015,Harrow,"Bryant, John W.",LD,Liberal Democrats,346,,3
E05000291,Hatch End,E09000015,Harrow,"Adjepong, Nana O. ",LD,Liberal Democrats,278,,3
E05000292,Headstone North,E09000015,Harrow,"Baxter, Christopher J.",CON,Conservative Party,1877,Yes,3
E05000292,Headstone North,E09000015,Harrow,"Mote, Janet T.*",CON,Conservative Party,1824,Yes,3
E05000292,Headstone North,E09000015,Harrow,"Lewinson, Lesline P.",CON,Conservative Party,1741,Yes,3
E05000292,Headstone North,E09000015,Harrow,"Gee, William ",LAB,Labour Party,1597,,3
E05000292,Headstone North,E09000015,Harrow,"Djafari-Marbini, Aghileh ",LAB,Labour Party,1482,,3
E05000292,Headstone North,E09000015,Harrow,"Hatillari, Endri ",LAB,Labour Party,1445,,3
E05000292,Headstone North,E09000015,Harrow,"D'Souza, Robert J.",LD,Liberal Democrats,440,,3
E05000292,Headstone North,E09000015,Harrow,"Buddhdev, Bansri V.",LD,Liberal Democrats,359,,3
E05000293,Headstone South,E09000015,Harrow,"Brown, Simon*",LAB,Labour Party,2066,Yes,3
E05000293,Headstone South,E09000015,Harrow,"Fitzpatrick, Pamela*",LAB,Labour Party,2002,Yes,3
E05000293,Headstone South,E09000015,Harrow,"Suresh, Sasikala*",LAB,Labour Party,1880,Yes,3
E05000293,Headstone South,E09000015,Harrow,"McHale, Calum ",CON,Conservative Party,974,,3
E05000293,Headstone South,E09000015,Harrow,"Morjaria, Mala ",CON,Conservative Party,938,,3
E05000293,Headstone South,E09000015,Harrow,"Raja, Prakash C.",CON,Conservative Party,850,,3
E05000293,Headstone South,E09000015,Harrow,"Bornemann, Lisa-Maria ",LD,Liberal Democrats,414,,3
E05000293,Headstone South,E09000015,Harrow,"Ingham, Claire ",LD,Liberal Democrats,328,,3
E05000294,Kenton East,E09000015,Harrow,"Hirani, Nitesh*",CON,Conservative Party,1964,Yes,3
E05000294,Kenton East,E09000015,Harrow,"Dattani, Niraj*",LAB,Labour Party,1791,Yes,3
E05000294,Kenton East,E09000015,Harrow,"Halai, Chetna ",CON,Conservative Party,1770,Yes,3
E05000294,Kenton East,E09000015,Harrow,"Patel, Nishit ",LAB,Labour Party,1767,,3
E05000294,Kenton East,E09000015,Harrow,"Kara, Manji*",CON,Conservative Party,1706,,3
E05000294,Kenton East,E09000015,Harrow,"Shah-Levy, Aneka ",LAB,Labour Party,1614,,3
E05000295,Kenton West,E09000015,Harrow,"Maru, Ajay*",LAB,Labour Party,1967,Yes,3
E05000295,Kenton West,E09000015,Harrow,"Mithani, Vina V.*",CON,Conservative Party,1967,Yes,3
E05000295,Kenton West,E09000015,Harrow,"Rabadia, Kantilal*",CON,Conservative Party,1918,Yes,3
E05000295,Kenton West,E09000015,Harrow,"Bhanap, Richard ",CON,Conservative Party,1763,,3
E05000295,Kenton West,E09000015,Harrow,"Choudhury, Shahania ",LAB,Labour Party,1730,,3
E05000295,Kenton West,E09000015,Harrow,"Holah, James ",LAB,Labour Party,1662,,3
E05000295,Kenton West,E09000015,Harrow,"Ismail, Sarah ",LD,Liberal Democrats,232,,3
E05000296,Marlborough,E09000015,Harrow,"Perry, David*",LAB,Labour Party,2059,Yes,3
E05000296,Marlborough,E09000015,Harrow,"Parmar, Varsha*",LAB,Labour Party,2039,Yes,3
E05000296,Marlborough,E09000015,Harrow,"Weiss, Antonio*",LAB,Labour Party,1917,Yes,3
E05000296,Marlborough,E09000015,Harrow,"Diffey, William T.",CON,Conservative Party,938,,3
E05000296,Marlborough,E09000015,Harrow,"Seedher, Pravin ",CON,Conservative Party,872,,3
E05000296,Marlborough,E09000015,Harrow,"Thakkar, Sukeshi ",CON,Conservative Party,783,,3
E05000296,Marlborough,E09000015,Harrow,"Baker, Mark S.",GRE,Green Party,517,,3
E05000297,Pinner,E09000015,Harrow,"Wright, Stephen J.L.*",CON,Conservative Party,1908,Yes,3
E05000297,Pinner,E09000015,Harrow,"Stevenson, Norman S.*",CON,Conservative Party,1885,Yes,3
E05000297,Pinner,E09000015,Harrow,"Osborn, Paul*",CON,Conservative Party,1770,Yes,3
E05000297,Pinner,E09000015,Harrow,"Massey, Jane ",LAB,Labour Party,906,,3
E05000297,Pinner,E09000015,Harrow,"Schneider, Ron ",LAB,Labour Party,816,,3
E05000297,Pinner,E09000015,Harrow,"McEnery, Niamh A.",IND,Independent,807,,3
E05000297,Pinner,E09000015,Harrow,"Dighe, Sanjay ",LAB,Labour Party,806,,3
E05000297,Pinner,E09000015,Harrow,"Chamberlain, Veronica M.",LD,Liberal Democrats,476,,3
E05000297,Pinner,E09000015,Harrow,"Brooks, David ",LD,Liberal Democrats,432,,3
E05000298,Pinner South,E09000015,Harrow,"Almond, Richard J.*",CON,Conservative Party,2156,Yes,3
E05000298,Pinner South,E09000015,Harrow,"Chana, Kamaljit S.*",CON,Conservative Party,2024,Yes,3
E05000298,Pinner South,E09000015,Harrow,"Mote, Charles C.*",CON,Conservative Party,2019,Yes,3
E05000298,Pinner South,E09000015,Harrow,"Whitehead, Anne*",LAB,Labour Party,965,,3
E05000298,Pinner South,E09000015,Harrow,"Groves, Ann ",LAB,Labour Party,941,,3
E05000298,Pinner South,E09000015,Harrow,"Nash, David ",LAB,Labour Party,910,,3
E05000298,Pinner South,E09000015,Harrow,"Jones, Sarah B.",LD,Liberal Democrats,542,,3
E05000298,Pinner South,E09000015,Harrow,"Pitt, Robert T.A. ",LD,Liberal Democrats,487,,3
E05000299,Queensbury,E09000015,Harrow,"Shah, Sachin*",LAB,Labour Party,2174,Yes,3
E05000299,Queensbury,E09000015,Harrow,"Ramchandani, Kiran*",LAB,Labour Party,2134,Yes,3
E05000299,Queensbury,E09000015,Harrow,"Borio, Michael*",LAB,Labour Party,2066,Yes,3
E05000299,Queensbury,E09000015,Harrow,"Perera, Akuruwita U.",CON,Conservative Party,1469,,3
E05000299,Queensbury,E09000015,Harrow,"Pearmain, Tracy P.Z.",CON,Conservative Party,1413,,3
E05000299,Queensbury,E09000015,Harrow,"Wagman, Zak O.",CON,Conservative Party,1337,,3
E05000300,Rayners Lane,E09000015,Harrow,"Suresh, Krishna*",LAB,Labour Party,1794,Yes,3
E05000300,Rayners Lane,E09000015,Harrow,"Anderson, Jeffrey*",LAB,Labour Party,1623,Yes,3
E05000300,Rayners Lane,E09000015,Harrow,"Willans, Chloe ",LAB,Labour Party,1593,Yes,3
E05000300,Rayners Lane,E09000015,Harrow,"Noyce, Christopher D.*",LD,Liberal Democrats,1537,,3
E05000300,Rayners Lane,E09000015,Harrow,"Neale, Rosalyn ",CON,Conservative Party,1207,,3
E05000300,Rayners Lane,E09000015,Harrow,"Noyce, Geraldine ",LD,Liberal Democrats,1172,,3
E05000300,Rayners Lane,E09000015,Harrow,"Paul, Robin ",CON,Conservative Party,1066,,3
E05000300,Rayners Lane,E09000015,Harrow,"Pandya, Raksha ",CON,Conservative Party,989,,3
E05000300,Rayners Lane,E09000015,Harrow,"Rescia, Pietro ",LD,Liberal Democrats,917,,3
E05000301,Roxbourne,E09000015,Harrow,"Henson, Graham*",LAB,Labour Party,2361,Yes,3
E05000301,Roxbourne,E09000015,Harrow,"Henson, Maxine*",LAB,Labour Party,2237,Yes,3
E05000301,Roxbourne,E09000015,Harrow,"Gilligan, Dean ",LAB,Labour Party,2205,Yes,3
E05000301,Roxbourne,E09000015,Harrow,"Nickolay, Lily J.",CON,Conservative Party,825,,3
E05000301,Roxbourne,E09000015,Harrow,"Merison, Julia S.",CON,Conservative Party,781,,3
E05000301,Roxbourne,E09000015,Harrow,"Rennie, John B.",CON,Conservative Party,683,,3
E05000301,Roxbourne,E09000015,Harrow,"Patel, Swati ",GRE,Green Party,391,,3
E05000301,Roxbourne,E09000015,Harrow,"Taylor, Valerie M.",LD,Liberal Democrats,237,,3
E05000302,Roxeth,E09000015,Harrow,"Miles, Jeremy*",LAB,Labour Party,2285,Yes,3
E05000302,Roxeth,E09000015,Harrow,"Assadullah, Peymana ",LAB,Labour Party,2041,Yes,3
E05000302,Roxeth,E09000015,Harrow,"Patel, Primesh*",LAB,Labour Party,2001,Yes,3
E05000302,Roxeth,E09000015,Harrow,"Nickolay, John W. ",CON,Conservative Party,964,,3
E05000302,Roxeth,E09000015,Harrow,"Kaiserimam, Mohammad A.",CON,Conservative Party,773,,3
E05000302,Roxeth,E09000015,Harrow,"Singh, Annabel N.L.",CON,Conservative Party,771,,3
E05000302,Roxeth,E09000015,Harrow,"Rajalingam, Arunasalam ",NLP,National Liberal Party,325,,3
E05000303,Stanmore Park,E09000015,Harrow,"Ashton, Marilyn J.*",CON,Conservative Party,2427,Yes,3
E05000303,Stanmore Park,E09000015,Harrow,"Bath, Camilla M. A.*",CON,Conservative Party,2395,Yes,3
E05000303,Stanmore Park,E09000015,Harrow,"Benjamin, Philip R.",CON,Conservative Party,2366,Yes,3
E05000303,Stanmore Park,E09000015,Harrow,"Gallant, Jeffrey ",LAB,Labour Party,825,,3
E05000303,Stanmore Park,E09000015,Harrow,"Lockie, James ",LAB,Labour Party,813,,3
E05000303,Stanmore Park,E09000015,Harrow,"Stackpoole, Lesley ",LAB,Labour Party,745,,3
E05000303,Stanmore Park,E09000015,Harrow,"Robinson, Linda C.",GRE,Green Party,403,,3
E05000304,Wealdstone,E09000015,Harrow,"O'Dell, Phillip*",LAB,Labour Party,1796,Yes,3
E05000304,Wealdstone,E09000015,Harrow,"Proctor, Natasha ",LAB,Labour Party,1781,Yes,3
E05000304,Wealdstone,E09000015,Harrow,"Shah, Rajeshri*",LAB,Labour Party,1672,Yes,3
E05000304,Wealdstone,E09000015,Harrow,"Keene, Deanna M.",CON,Conservative Party,872,,3
E05000304,Wealdstone,E09000015,Harrow,"Van Emden, Elliot ",CON,Conservative Party,747,,3
E05000304,Wealdstone,E09000015,Harrow,"Wolseley, Dimabo ",CON,Conservative Party,691,,3
E05000304,Wealdstone,E09000015,Harrow,"Lee, Alexander ",GRE,Green Party,368,,3
E05000304,Wealdstone,E09000015,Harrow,"Carey, Stephen J.",LD,Liberal Democrats,311,,3
E05000305,West Harrow,E09000015,Harrow,"Robson, Christine*",LAB,Labour Party,1910,Yes,3
E05000305,West Harrow,E09000015,Harrow,"Marikar, Kairul*",LAB,Labour Party,1792,Yes,3
E05000305,West Harrow,E09000015,Harrow,"Swersky, Adam*",LAB,Labour Party,1764,Yes,3
E05000305,West Harrow,E09000015,Harrow,"Kuha Kumaran, Kanagasabaapathy ",CON,Conservative Party,1456,,3
E05000305,West Harrow,E09000015,Harrow,"Baxter, John Peter ",CON,Conservative Party,1411,,3
E05000305,West Harrow,E09000015,Harrow,"Solanki, Dinesh B.",CON,Conservative Party,1282,,3
E05000305,West Harrow,E09000015,Harrow,"Courtenage, Simon A.",LD,Liberal Democrats,366,,3
E05000305,West Harrow,E09000015,Harrow,"Nandhra, Prakash ",LD,Liberal Democrats,249,,3
E05000306,Brooklands,E09000016,Havering,"Benham, Robert M.J.*",CON,Conservative Party,2342,Yes,3
E05000306,Brooklands,E09000016,Havering,"Ryan, Timothy P.G.",CON,Conservative Party,2146,Yes,3
E05000306,Brooklands,E09000016,Havering,"Persaud, Vidyotama*",CON,Conservative Party,2138,Yes,3
E05000306,Brooklands,E09000016,Havering,"Leatherbarrow, Angelina ",LAB,Labour Party,1592,,3
E05000306,Brooklands,E09000016,Havering,"Ritchie, Robert ",LAB,Labour Party,1377,,3
E05000306,Brooklands,E09000016,Havering,"Ranjbaran, Taimaz ",LAB,Labour Party,1335,,3
E05000306,Brooklands,E09000016,Havering,"Longhurst, Josephine ",GRE,Green Party,344,,3
E05000306,Brooklands,E09000016,Havering,"Kimber, Stephen F.",UKIP,UK Independence Party (UKIP),290,,3
E05000306,Brooklands,E09000016,Havering,"Davies, Peter C.",LD,Liberal Democrats,240,,3
E05000307,Cranham,E09000016,Havering,"Ford, Gillian*",REA,Upminster and Cranham Residents Association,2932,Yes,3
E05000307,Cranham,E09000016,Havering,"Barrett, Clarence C.*",REA,Upminster and Cranham Residents Association,2817,Yes,3
E05000307,Cranham,E09000016,Havering,"Tyler, John ",REA,Upminster and Cranham Residents Association,2502,Yes,3
E05000307,Cranham,E09000016,Havering,"Connew, Paul V.",CON,Conservative Party,974,,3
E05000307,Cranham,E09000016,Havering,"Frost, Henry ",CON,Conservative Party,769,,3
E05000307,Cranham,E09000016,Havering,"Foong, Poh C.",CON,Conservative Party,593,,3
E05000307,Cranham,E09000016,Havering,"Darvill, Kate L.",LAB,Labour Party,475,,3
E05000307,Cranham,E09000016,Havering,"McKernan, John ",LAB,Labour Party,415,,3
E05000307,Cranham,E09000016,Havering,"Caton, Peter ",GRE,Green Party,325,,3
E05000307,Cranham,E09000016,Havering,"Millard, John F.",LAB,Labour Party,287,,3
E05000307,Cranham,E09000016,Havering,"Johnson, Helen S.",UKIP,UK Independence Party (UKIP),274,,3
E05000308,Elm Park,E09000016,Havering,"Mugglestone, Barry*",REA,Hornchurch Residents Association,2160,Yes,3
E05000308,Elm Park,E09000016,Havering,"Nunn, Stephanie J.*",REA,Hornchurch Residents Association,2079,Yes,3
E05000308,Elm Park,E09000016,Havering,"Miller, Sally A.",REA,Hornchurch Residents Association,2012,Yes,3
E05000308,Elm Park,E09000016,Havering,"Darvill, Simon M.",LAB,Labour Party,776,,3
E05000308,Elm Park,E09000016,Havering,"Cooper, Alfie J. ",CON,Conservative Party,756,,3
E05000308,Elm Park,E09000016,Havering,"Palmer, Carol ",LAB,Labour Party,732,,3
E05000308,Elm Park,E09000016,Havering,"Oddy, Barry J.",CON,Conservative Party,648,,3
E05000308,Elm Park,E09000016,Havering,"Saeed, Umair ",LAB,Labour Party,604,,3
E05000308,Elm Park,E09000016,Havering,"Oddy, Rebbecca L.",CON,Conservative Party,549,,3
E05000308,Elm Park,E09000016,Havering,"Martin, Philip G.*",UKIP,UK Independence Party (UKIP),281,,3
E05000308,Elm Park,E09000016,Havering,"Haines, Gerald L.",GRE,Green Party,149,,3
E05000308,Elm Park,E09000016,Havering,"Forster, Shane R.",LD,Liberal Democrats,78,,3
E05000309,Emerson Park,E09000016,Havering,"Ramsey, Roger E.*",CON,Conservative Party,1857,Yes,3
E05000309,Emerson Park,E09000016,Havering,"Perry, Robert J.",CON,Conservative Party,1790,Yes,3
E05000309,Emerson Park,E09000016,Havering,"Sutton, Matthew J.",CON,Conservative Party,1495,Yes,3
E05000309,Emerson Park,E09000016,Havering,"Garrard, Laurance R.",REA,Havering Residents Association,1491,,3
E05000309,Emerson Park,E09000016,Havering,"Godwin, David ",REA,Havering Residents Association,1434,,3
E05000309,Emerson Park,E09000016,Havering,"Stone, John ",REA,Havering Residents Association,1393,,3
E05000309,Emerson Park,E09000016,Havering,"Gupta, Anil K.",LAB,Labour Party,570,,3
E05000309,Emerson Park,E09000016,Havering,"Bearman, Susan T.",LAB,Labour Party,553,,3
E05000309,Emerson Park,E09000016,Havering,"Mayhew, Edwyn D.",LAB,Labour Party,448,,3
E05000309,Emerson Park,E09000016,Havering,"Johnson, David J.*",UKIP,UK Independence Party (UKIP),269,,3
E05000309,Emerson Park,E09000016,Havering,"Pirie, Ian M.",GRE,Green Party,187,,3
E05000309,Emerson Park,E09000016,Havering,"Potter, Graham R.",LD,Liberal Democrats,89,,3
E05000310,Gooshays,E09000016,Havering,"Beth, Carole A.",LAB,Labour Party,1100,Yes,3
E05000310,Gooshays,E09000016,Havering,"McGeary, Paul S.",LAB,Labour Party,973,Yes,3
E05000310,Gooshays,E09000016,Havering,"Sargent, Janet S. ",IND,The Harold Hill Independent Party,956,Yes,3
E05000310,Gooshays,E09000016,Havering,"Brown, Sam ",IND,The Harold Hill Independent Party,915,,3
E05000310,Gooshays,E09000016,Havering,"Curtis, Adam ",LAB,Labour Party,910,,3
E05000310,Gooshays,E09000016,Havering,"Moss, Lorraine ",IND,The Harold Hill Independent Party,839,,3
E05000310,Gooshays,E09000016,Havering,"Samuel, Gregory A.",CON,Conservative Party,693,,3
E05000310,Gooshays,E09000016,Havering,"Webster, Joseph G.",CON,Conservative Party,619,,3
E05000310,Gooshays,E09000016,Havering,"Swan, Dominic N.",CON,Conservative Party,592,,3
E05000310,Gooshays,E09000016,Havering,"Buckland, Ben A.J.",UKIP,UK Independence Party (UKIP),479,,3
E05000310,Gooshays,E09000016,Havering,"Webb, Lawrence J.*",UKIP,UK Independence Party (UKIP),383,,3
E05000310,Gooshays,E09000016,Havering,"Rumble, Patricia A.*",UKIP,UK Independence Party (UKIP),382,,3
E05000310,Gooshays,E09000016,Havering,"Alexander, Isabelle ",REA,Harold Wood Hill Park Residents Association,197,,3
E05000310,Gooshays,E09000016,Havering,"Morant, Katie ",GRE,Green Party,173,,3
E05000310,Gooshays,E09000016,Havering,"Wise, Lucia Q.",REA,Harold Wood Hill Park Residents Association,160,,3
E05000310,Gooshays,E09000016,Havering,"Eagling, Irene L.",REA,Harold Wood Hill Park Residents Association,147,,3
E05000310,Gooshays,E09000016,Havering,"Porter, John C.",LD,Liberal Democrats,99,,3
E05000310,Gooshays,E09000016,Havering,"Layzell, Kevin H.",NF,National Front,50,,3
E05000311,Hacton,E09000016,Havering,"Morgon, Raymond P.*",REA,Hornchurch Residents Association,2653,Yes,3
E05000311,Hacton,E09000016,Havering,"Dodin, Louis N.*",REA,Hornchurch Residents Association,2483,Yes,3
E05000311,Hacton,E09000016,Havering,"Whitney, Reginald*",REA,Hornchurch Residents Association,2286,Yes,3
E05000311,Hacton,E09000016,Havering,"Perry, Carol A.",CON,Conservative Party,807,,3
E05000311,Hacton,E09000016,Havering,"Clark, Patricia A.T.",CON,Conservative Party,781,,3
E05000311,Hacton,E09000016,Havering,"Nwafor, Mazim I.",CON,Conservative Party,630,,3
E05000311,Hacton,E09000016,Havering,"Davis, Michael ",LAB,Labour Party,567,,3
E05000311,Hacton,E09000016,Havering,"Earley, Sinead C.",LAB,Labour Party,533,,3
E05000311,Hacton,E09000016,Havering,"Jiggens, Susan A.",LAB,Labour Party,522,,3
E05000311,Hacton,E09000016,Havering,"Long, Jeffrey W.  ",UKIP,UK Independence Party (UKIP),289,,3
E05000311,Hacton,E09000016,Havering,"Beesley, David J.",GRE,Green Party,200,,3
E05000311,Hacton,E09000016,Havering,"Willmer, Andrew ",LD,Liberal Democrats,102,,3
E05000312,Harold Wood,E09000016,Havering,"Eagling, Brian E.*",REA,Harold Wood Hill Park Residents Association,2804,Yes,3
E05000312,Harold Wood,E09000016,Havering,"Goode, Martin R.",REA,Harold Wood Hill Park Residents Association,2668,Yes,3
E05000312,Harold Wood,E09000016,Havering,"Wise, Darren C.*",REA,Harold Wood Hill Park Residents Association,2566,Yes,3
E05000312,Harold Wood,E09000016,Havering,"McGeary, Christine A.",LAB,Labour Party,651,,3
E05000312,Harold Wood,E09000016,Havering,"Murray, Patrick T.",LAB,Labour Party,607,,3
E05000312,Harold Wood,E09000016,Havering,"Koufalitakis, Michail ",CON,Conservative Party,539,,3
E05000312,Harold Wood,E09000016,Havering,"Thompson, Frederick H.V.*",CON,Conservative Party,530,,3
E05000312,Harold Wood,E09000016,Havering,"Withrington, Desmond D.",LAB,Labour Party,522,,3
E05000312,Harold Wood,E09000016,Havering,"Kumar, Ashok ",CON,Conservative Party,448,,3
E05000312,Harold Wood,E09000016,Havering,"Thurtle, Paul W.",UKIP,UK Independence Party (UKIP),252,,3
E05000312,Harold Wood,E09000016,Havering,"Coles, Jonathan W.A.",LD,Liberal Democrats,182,,3
E05000313,Havering Park,E09000016,Havering,"Best, Raymond A.*",CON,Conservative Party,2088,Yes,3
E05000313,Havering Park,E09000016,Havering,"Crowder, John E.*",CON,Conservative Party,2001,Yes,3
E05000313,Havering Park,E09000016,Havering,"Vickery, Christine V.",CON,Conservative Party,1865,Yes,3
E05000313,Havering Park,E09000016,Havering,"Dawson, David R. A.",LAB,Labour Party,820,,3
E05000313,Havering Park,E09000016,Havering,"Singh, Carol L.",LAB,Labour Party,687,,3
E05000313,Havering Park,E09000016,Havering,"Singh, Birendra ",LAB,Labour Party,678,,3
E05000313,Havering Park,E09000016,Havering,"Rumble, David R.",UKIP,UK Independence Party (UKIP),370,,3
E05000313,Havering Park,E09000016,Havering,"Longhurst, Andrew H.",GRE,Green Party,356,,3
E05000313,Havering Park,E09000016,Havering,"Hobday, Peter J.",LD,Liberal Democrats,190,,3
E05000314,Heaton,E09000016,Havering,"Darvill, Keith E.*",LAB,Labour Party,1109,Yes,3
E05000314,Heaton,E09000016,Havering,"O`Flynn, Denis R. *",LAB,Labour Party,1063,Yes,3
E05000314,Heaton,E09000016,Havering,"Lawal, Ramota  ",LAB,Labour Party,1050,Yes,3
E05000314,Heaton,E09000016,Havering,"Brice-Thompson, Wendy*",CON,Conservative Party,904,,3
E05000314,Heaton,E09000016,Havering,"Cooper, Christopher J.",IND,The Harold Hill Independent Party,843,,3
E05000314,Heaton,E09000016,Havering,"Wells, Keith F.",CON,Conservative Party,829,,3
E05000314,Heaton,E09000016,Havering,"Pain, Garry L.*",CON,Conservative Party,723,,3
E05000314,Heaton,E09000016,Havering,"Hyde, Philip J.",IND,The Harold Hill Independent Party,673,,3
E05000314,Heaton,E09000016,Havering,"de Wulverton, Ian R.*",UKIP,UK Independence Party (UKIP),557,,3
E05000314,Heaton,E09000016,Havering,"Parker, Brian J.",UKIP,UK Independence Party (UKIP),367,,3
E05000314,Heaton,E09000016,Havering,"Thurtle, John W.",UKIP,UK Independence Party (UKIP),296,,3
E05000314,Heaton,E09000016,Havering,"Deeks, John F.",LD,Liberal Democrats,105,,3
E05000315,Hylands,E09000016,Havering,"Themistocli, Andromahi  ",CON,Conservative Party,2539,Yes,3
E05000315,Hylands,E09000016,Havering,"Smith, Christine ",CON,Conservative Party,2527,Yes,3
E05000315,Hylands,E09000016,Havering,"White, Ciaran J.",CON,Conservative Party,2425,Yes,3
E05000315,Hylands,E09000016,Havering,"Ganly, Jody M.*",REA,Hornchurch Residents Association,1215,,3
E05000315,Hylands,E09000016,Havering,"Malillos-Cabezas, David  ",REA,Hornchurch Residents Association,1138,,3
E05000315,Hylands,E09000016,Havering,"Ganly, Derek T.",REA,Hornchurch Residents Association,1121,,3
E05000315,Hylands,E09000016,Havering,"Brindley, Neil W. ",LAB,Labour Party,667,,3
E05000315,Hylands,E09000016,Havering,"Tomlinson, Robert ",LAB,Labour Party,631,,3
E05000315,Hylands,E09000016,Havering,"Hassan, Mohammed Q.",LAB,Labour Party,602,,3
E05000315,Hylands,E09000016,Havering,"Haines, Amanda J. ",GRE,Green Party,203,,3
E05000315,Hylands,E09000016,Havering,"Brewington, Susan R.",LD,Liberal Democrats,91,,3
E05000316,Mawneys,E09000016,Havering,"Frost, Jason D.*",CON,Conservative Party,2446,Yes,3
E05000316,Mawneys,E09000016,Havering,"Patel, Dilipkumar S.*",CON,Conservative Party,2276,Yes,3
E05000316,Mawneys,E09000016,Havering,"Smith, Carol M.*",CON,Conservative Party,2227,Yes,3
E05000316,Mawneys,E09000016,Havering,"Trew, Linda A.*",REA,Havering Residents Association,631,,3
E05000316,Mawneys,E09000016,Havering,"James, Ian ",LAB,Labour Party,623,,3
E05000316,Mawneys,E09000016,Havering,"Nichols, Daniel A.",LAB,Labour Party,593,,3
E05000316,Mawneys,E09000016,Havering,"Shaw, Raymond J.",LAB,Labour Party,505,,3
E05000316,Mawneys,E09000016,Havering,"Trew, Graham F.",REA,Havering Residents Association,492,,3
E05000316,Mawneys,E09000016,Havering,"Bailey, Nina J.",UKIP,UK Independence Party (UKIP),354,,3
E05000316,Mawneys,E09000016,Havering,"Mott, Stewart A.",LD,Liberal Democrats,145,,3
E05000317,Pettits,E09000016,Havering,"Crowder, Philippa*",CON,Conservative Party,2143,Yes,3
E05000317,Pettits,E09000016,Havering,"Dervish, Osman A.*",CON,Conservative Party,1933,Yes,3
E05000317,Pettits,E09000016,Havering,"Misir, Robby*",CON,Conservative Party,1893,Yes,3
E05000317,Pettits,E09000016,Havering,"Stevens, Denis H.",REA,Pettits Residents Association,1461,,3
E05000317,Pettits,E09000016,Havering,"Clarke, John V.",REA,Pettits Residents Association,1215,,3
E05000317,Pettits,E09000016,Havering,"Lammin, Samantha ",REA,Pettits Residents Association,1185,,3
E05000317,Pettits,E09000016,Havering,"Wheelband, Peter E.",LAB,Labour Party,630,,3
E05000317,Pettits,E09000016,Havering,"Purnell, Christopher W.",LAB,Labour Party,577,,3
E05000317,Pettits,E09000016,Havering,"Wood, Michael D.",LAB,Labour Party,521,,3
E05000317,Pettits,E09000016,Havering,"Bower, David C.",LD,Liberal Democrats,191,,3
E05000318,Rainham and Wennington,E09000016,Havering,"Tucker, Jeffrey*",REA,Rainham & Wennington Independent Residents Group,1387,Yes,3
E05000318,Rainham and Wennington,E09000016,Havering,"Durant, David W.*",REA,Rainham & Wennington Independent Residents Group,1011,Yes,3
E05000318,Rainham and Wennington,E09000016,Havering,"Durdin, Tony W.",REA,Rainham & Wennington Independent Residents Group,981,Yes,3
E05000318,Rainham and Wennington,E09000016,Havering,"Ospreay, Sue P.",IND,Independent,913,,3
E05000318,Rainham and Wennington,E09000016,Havering,"Hough, Fay G.",LAB,Labour Party,907,,3
E05000318,Rainham and Wennington,E09000016,Havering,"Arrowsmith, Kim ",LAB,Labour Party,841,,3
E05000318,Rainham and Wennington,E09000016,Havering,"Freeman, Christopher  ",LAB,Labour Party,753,,3
E05000318,Rainham and Wennington,E09000016,Havering,"Roberts, Keith A.*",IND,Independent,710,,3
E05000318,Rainham and Wennington,E09000016,Havering,"McArdle, Jacqueline M.",IND,Independent,653,,3
E05000318,Rainham and Wennington,E09000016,Havering,"Clark, John A.",CON,Conservative Party,557,,3
E05000318,Rainham and Wennington,E09000016,Havering,"Kensit, Billy R.",CON,Conservative Party,357,,3
E05000318,Rainham and Wennington,E09000016,Havering,"Clark, Julian L.V. ",UKIP,UK Independence Party (UKIP),351,,3
E05000318,Rainham and Wennington,E09000016,Havering,"Rosindell, Eileen R.",CON,Conservative Party,332,,3
E05000318,Rainham and Wennington,E09000016,Havering,"Minott, Azzees D.",GRE,Green Party,191,,3
E05000319,Romford Town,E09000016,Havering,"Chapman, Joshua M.*",CON,Conservative Party,2617,Yes,3
E05000319,Romford Town,E09000016,Havering,"Holt, Judith M.",CON,Conservative Party,2462,Yes,3
E05000319,Romford Town,E09000016,Havering,"Patel, Nisha D.",CON,Conservative Party,2102,Yes,3
E05000319,Romford Town,E09000016,Havering,"Cassidy, Neil  ",LAB,Labour Party,1478,,3
E05000319,Romford Town,E09000016,Havering,"Hamblett, Emma E.",LAB,Labour Party,1443,,3
E05000319,Romford Town,E09000016,Havering,"Yore, Michael P.",LAB,Labour Party,1288,,3
E05000319,Romford Town,E09000016,Havering,"Hughes, David ",GRE,Green Party,422,,3
E05000319,Romford Town,E09000016,Havering,"Sait, Kerrie M.",LD,Liberal Democrats,345,,3
E05000319,Romford Town,E09000016,Havering,"Clarke, Thomas P.",LD,Liberal Democrats,344,,3
E05000319,Romford Town,E09000016,Havering,"Patten-Walsh, Tyrone J.",UKIP,UK Independence Party (UKIP),344,,3
E05000319,Romford Town,E09000016,Havering,"Sanderson, Ian V.",LD,Liberal Democrats,323,,3
E05000321,South Hornchurch,E09000016,Havering,"Summers, Natasha A.",REA,South Hornchurch Independent Residents Group,1362,Yes,3
